 17,  73, 101,  72,   3,  -3,  -2,  -5, 
 18,  74, 106,  73,   2,  -2, -13,  -3, 
 19,  74, 108,  74,   1,  -1, -23,  -2, 
 21,  75, 108,  75,   0,   0, -31,   0, 
 22,  75, 103,  76,  -1,   1, -37,   3, 
 24,  76,  95,  76,  -2,   2, -40,   5, 
 26,  76,  84,  77,  -3,   3, -39,   7, 
 28,  76,  73,  77,  -4,   3, -35,  10, 
 30,  76,  64,  77,  -5,   3, -29,  12, 
 32,  76,  56,  77,  -6,   4, -22,  15, 
 36,  76,  50,  77,  -8,   4, -12,  17, 
 36,  76,  50,  77,  -8,   4, -12,  17, 
 36,  76,  50,  77,  -8,   4, -12,  18, 
 37,  76,  50,  77,  -8,   4, -12,  18, 
 37,  76,  50,  77,  -8,   3, -12,  18, 
 37,  77,  50,  77,  -8,   3, -12,  18, 
 37,  77,  50,  77,  -8,   3, -12,  18, 
 37,  77,  50,  77,  -8,   3, -12,  18, 
 37,  77,  50,  77,  -8,   3, -12,  18, 
 37,  77,  50,  77,  -8,   3, -12,  19, 
 38,  77,  50,  77,  -8,   3, -12,  19, 
 38,  77,  50,  77,  -9,   2, -12,  19, 
 38,  77,  50,  77,  -9,   2, -12,  19, 
 38,  77,  50,  77,  -9,   2, -12,  19, 
 38,  77,  50,  77,  -9,   2, -12,  19, 
 38,  77,  50,  77,  -9,   2, -12,  20, 
 38,  77,  50,  77,  -9,   2, -12,  20, 
 39,  77,  50,  77,  -9,   2, -12,  20, 
 39,  77,  50,  77,  -9,   1, -12,  20, 
 39,  77,  50,  77,  -9,   1, -12,  20, 
 39,  77,  50,  77,  -9,   1, -12,  20, 
 39,  78,  50,  77,  -9,   1, -12,  21, 
 39,  78,  50,  77,  -9,   1, -12,  21, 
 40,  78,  50,  77,  -9,   0, -12,  21, 
 40,  78,  50,  77,  -9,   0, -12,  21, 
 40,  78,  50,  77,  -9,   0, -12,  21, 
 40,  78,  50,  77,  -9,   0, -12,  21, 
 40,  78,  50,  77,  -9,   0, -12,  22, 
 40,  78,  50,  76,  -9,  -1, -12,  22, 
 40,  78,  50,  76,  -9,  -1, -12,  22, 
 41,  78,  50,  76,  -9,  -1, -12,  22, 
 41,  78,  50,  76, -10,  -1, -12,  22, 
 41,  78,  50,  76, -10,  -2, -12,  22, 
 41,  78,  50,  76, -10,  -2, -12,  23, 
 41,  78,  50,  76, -10,  -2, -12,  23, 
 41,  78,  50,  76, -10,  -2, -12,  23, 
 41,  78,  50,  76, -10,  -2, -12,  23, 
 42,  78,  50,  76, -10,  -3, -12,  23, 
 42,  78,  50,  76, -10,  -3, -12,  23, 
 42,  78,  50,  76, -10,  -3, -12,  24, 
 42,  78,  50,  76, -10,  -3, -12,  24, 
 42,  78,  50,  76, -10,  -4, -12,  24, 
 42,  78,  50,  76, -10,  -4, -12,  24, 
 43,  78,  50,  76, -10,  -4, -12,  24, 
 43,  78,  50,  76, -10,  -4, -12,  24, 
 43,  78,  50,  76, -10,  -5, -12,  25, 
 43,  78,  50,  76, -10,  -5, -12,  25, 
 43,  78,  50,  76, -10,  -5, -12,  25, 
 43,  78,  50,  76, -10,  -5, -12,  25, 
 43,  78,  50,  76, -10,  -6, -12,  25, 
 44,  78,  50,  76, -10,  -6, -12,  25, 
 44,  78,  51,  76, -10,  -6, -12,  26, 
 44,  78,  51,  76, -10,  -6, -12,  26, 
 44,  78,  51,  76, -10,  -7, -12,  26, 
 44,  78,  51,  76, -10,  -7, -12,  26, 
 44,  77,  51,  76, -11,  -7, -12,  26, 
 44,  77,  51,  76, -11,  -8, -12,  26, 
 45,  77,  51,  76, -11,  -8, -12,  27, 
 45,  77,  51,  76, -11,  -8, -12,  27, 
 45,  77,  51,  76, -11,  -8, -12,  27, 
 45,  77,  51,  76, -11,  -9, -12,  27, 
 45,  77,  51,  76, -11,  -9, -12,  27, 
 45,  77,  51,  76, -11,  -9, -12,  27, 
 46,  77,  51,  75, -11,  -9, -12,  28, 
 46,  77,  51,  75, -11, -10, -12,  28, 
 46,  77,  51,  75, -11, -10, -12,  28, 
 46,  76,  51,  75, -11, -10, -12,  28, 
 46,  76,  51,  75, -11, -10, -12,  28, 
 46,  76,  51,  75, -11, -11, -12,  28, 
 46,  76,  51,  75, -11, -11, -12,  28, 
 47,  76,  51,  75, -11, -11, -12,  29, 
 47,  76,  51,  75, -11, -11, -12,  29, 
 47,  76,  51,  75, -11, -12, -12,  29, 
 47,  75,  51,  75, -11, -12, -12,  29, 
 47,  75,  51,  75, -11, -12, -12,  29, 
 47,  75,  51,  75, -11, -12, -12,  29, 
 47,  75,  51,  75, -11, -13, -12,  30, 
 48,  75,  52,  75, -11, -13, -12,  30, 
 48,  75,  52,  75, -11, -13, -12,  30, 
 48,  74,  52,  75, -11, -13, -12,  30, 
 48,  74,  52,  75, -11, -14, -12,  30, 
 48,  74,  52,  75, -11, -14, -12,  30, 
 48,  74,  52,  75, -11, -14, -12,  31, 
 49,  74,  52,  75, -11, -14, -12,  31, 
 49,  73,  52,  75, -11, -15, -12,  31, 
 49,  73,  52,  75, -11, -15, -12,  31, 
 49,  73,  52,  75, -11, -15, -12,  31, 
 49,  73,  52,  75, -11, -15, -12,  31, 
 49,  72,  52,  75, -11, -15, -12,  32, 
 49,  72,  52,  75, -12, -16, -12,  32, 
 50,  72,  52,  75, -12, -16, -12,  32, 
 50,  72,  52,  74, -12, -16, -12,  32, 
 50,  71,  52,  74, -12, -16, -12,  32, 
 50,  71,  52,  74, -12, -16, -12,  32, 
 50,  71,  52,  74, -12, -17, -12,  32, 
 50,  71,  52,  74, -12, -17, -12,  33, 
 50,  70,  52,  74, -12, -17, -12,  33, 
 51,  70,  53,  74, -12, -17, -12,  33, 
 51,  70,  53,  74, -12, -17, -12,  33, 
 51,  69,  53,  74, -12, -17, -12,  33, 
 51,  69,  53,  74, -12, -18, -12,  33, 
 51,  69,  53,  74, -12, -18, -12,  34, 
 51,  68,  53,  74, -12, -18, -12,  34, 
 51,  68,  53,  74, -12, -18, -12,  34, 
 52,  68,  53,  74, -12, -18, -12,  34, 
 52,  67,  53,  74, -12, -18, -12,  34, 
 52,  67,  53,  74, -12, -18, -12,  34, 
 52,  67,  53,  74, -12, -18, -12,  34, 
 52,  66,  53,  74, -12, -19, -12,  35, 
 52,  66,  53,  74, -12, -19, -12,  35, 
 53,  65,  53,  74, -12, -19, -12,  35, 
 53,  65,  53,  74, -12, -19, -12,  35, 
 53,  65,  53,  74, -12, -19, -12,  35, 
 53,  64,  54,  74, -12, -19, -12,  35, 
 53,  64,  54,  74, -12, -19, -12,  35, 
 53,  63,  54,  74, -12, -19, -12,  36, 
 53,  63,  54,  73, -12, -19, -12,  36, 
 54,  63,  54,  73, -12, -19, -12,  36, 
 54,  62,  54,  73, -12, -19, -12,  36, 
 54,  62,  54,  73, -12, -19, -12,  36, 
 54,  61,  54,  73, -12, -19, -12,  36, 
 54,  61,  54,  73, -12, -19, -12,  36, 
 54,  60,  54,  73, -12, -19, -12,  37, 
 54,  60,  54,  73, -12, -19, -12,  37, 
 55,  59,  54,  73, -12, -19, -12,  37, 
 55,  59,  54,  73, -12, -19, -12,  37, 
 55,  59,  54,  73, -12, -19, -12,  37, 
 55,  58,  54,  73, -12, -19, -12,  37, 
 55,  58,  55,  73, -12, -19, -12,  37, 
 55,  57,  55,  73, -12, -19, -12,  38, 
 55,  57,  55,  73, -12, -19, -12,  38, 
 55,  56,  55,  73, -12, -19, -12,  38, 
 56,  56,  55,  73, -12, -19, -12,  38, 
 56,  55,  55,  73, -12, -19, -12,  38, 
 56,  55,  55,  73, -12, -19, -12,  38, 
 56,  54,  55,  73, -12, -19, -12,  38, 
 56,  54,  55,  73, -12, -19, -12,  39, 
 56,  53,  55,  73, -12, -19, -12,  39, 
 56,  53,  55,  73, -12, -19, -12,  39, 
 57,  52,  55,  73, -12, -19, -12,  39, 
 57,  52,  55,  73, -12, -19, -12,  39, 
 57,  51,  56,  72, -12, -19, -12,  39, 
 57,  51,  56,  72, -12, -19, -12,  39, 
 57,  50,  56,  72, -12, -18, -12,  40, 
 57,  50,  56,  72, -12, -18, -12,  40, 
 57,  49,  56,  72, -12, -18, -12,  40, 
 58,  49,  56,  72, -12, -18, -12,  40, 
 58,  48,  56,  72, -12, -18, -12,  40, 
 58,  48,  56,  72, -12, -18, -12,  40, 
 58,  47,  56,  72, -12, -18, -12,  40, 
 58,  47,  56,  72, -12, -18, -12,  40, 
 58,  46,  56,  72, -12, -17, -12,  41, 
 58,  46,  56,  72, -12, -17, -12,  41, 
 58,  45,  56,  72, -12, -17, -12,  41, 
 59,  45,  57,  72, -12, -17, -12,  41, 
 59,  44,  57,  72, -12, -17, -12,  41, 
 59,  44,  57,  72, -12, -17, -12,  41, 
 59,  43,  57,  72, -12, -16, -12,  41, 
 59,  43,  57,  72, -12, -16, -12,  41, 
 59,  42,  57,  72, -12, -16, -12,  41, 
 59,  42,  57,  72, -12, -16, -12,  42, 
 59,  41,  57,  72, -12, -16, -12,  42, 
 60,  41,  57,  72, -11, -15, -12,  42, 
 60,  40,  57,  72, -11, -15, -12,  42, 
 60,  40,  57,  72, -11, -15, -12,  42, 
 60,  39,  57,  72, -11, -15, -12,  42, 
 60,  39,  58,  72, -11, -15, -12,  42, 
 60,  38,  58,  72, -11, -14, -12,  42, 
 60,  38,  58,  71, -11, -14, -12,  42, 
 60,  38,  58,  71, -11, -14, -12,  43, 
 61,  37,  58,  71, -11, -14, -12,  43, 
 61,  37,  58,  71, -11, -13, -12,  43, 
 61,  36,  58,  71, -11, -13, -12,  43, 
 61,  36,  58,  71, -11, -13, -12,  43, 
 61,  35,  58,  71, -11, -13, -12,  43, 
 61,  35,  58,  71, -11, -12, -12,  43, 
 61,  34,  58,  71, -11, -12, -12,  43, 
 61,  34,  59,  71, -11, -12, -12,  43, 
 62,  33,  59,  71, -11, -12, -12,  43, 
 62,  33,  59,  71, -11, -11, -12,  44, 
 62,  33,  59,  71, -11, -11, -12,  44, 
 62,  32,  59,  71, -11, -11, -12,  44, 
 62,  32,  59,  71, -11, -11, -12,  44, 
 62,  31,  59,  71, -11, -10, -12,  44, 
 62,  31,  59,  71, -11, -10, -12,  44, 
 62,  31,  59,  71, -11, -10, -12,  44, 
 62,  30,  59,  71, -11, -10, -12,  44, 
 63,  30,  59,  71, -11,  -9, -12,  44, 
 63,  29,  59,  71, -11,  -9, -11,  44, 
 63,  29,  60,  71, -11,  -9, -11,  44, 
 63,  29,  60,  71, -11,  -9, -11,  45, 
 63,  28,  60,  71, -11,  -8, -11,  45, 
 63,  28,  60,  71, -11,  -8, -11,  45, 
 63,  27,  60,  71, -11,  -8, -11,  45, 
 63,  27,  60,  71, -11,  -8, -11,  45, 
 63,  27,  60,  71, -11,  -7, -11,  45, 
 64,  26,  60,  71, -10,  -7, -11,  45, 
 64,  26,  60,  71, -10,  -7, -11,  45, 
 64,  26,  60,  71, -10,  -6, -11,  45, 
 64,  25,  60,  71, -10,  -6, -11,  45, 
 64,  25,  61,  71, -10,  -6, -11,  45, 
 64,  25,  61,  70, -10,  -6, -11,  45, 
 64,  24,  61,  70, -10,  -5, -11,  45, 
 64,  24,  61,  70, -10,  -5, -11,  46, 
 64,  24,  61,  70, -10,  -5, -11,  46, 
 65,  23,  61,  70, -10,  -5, -11,  46, 
 65,  23,  61,  70, -10,  -4, -11,  46, 
 65,  23,  61,  70, -10,  -4, -11,  46, 
 65,  22,  61,  70, -10,  -4, -11,  46, 
 65,  22,  61,  70, -10,  -4, -11,  46, 
 65,  22,  62,  70, -10,  -3, -11,  46, 
 65,  22,  62,  70, -10,  -3, -11,  46, 
 65,  21,  62,  70, -10,  -3, -11,  46, 
 65,  21,  62,  70, -10,  -3, -11,  46, 
 65,  21,  62,  70, -10,  -2, -11,  46, 
 66,  21,  62,  70, -10,  -2, -11,  46, 
 66,  20,  62,  70, -10,  -2, -11,  46, 
 66,  20,  62,  70, -10,  -2, -11,  46, 
 66,  20,  62,  70, -10,  -2, -11,  46, 
 66,  20,  62,  70, -10,  -1, -11,  46, 
 66,  19,  62,  70,  -9,  -1, -11,  47, 
 66,  19,  63,  70,  -9,  -1, -11,  47, 
 66,  19,  63,  70,  -9,  -1, -11,  47, 
 66,  19,  63,  70,  -9,   0, -11,  47, 
 66,  19,  63,  70,  -9,   0, -11,  47, 
 67,  18,  63,  70,  -9,   0, -11,  47, 
 67,  18,  63,  70,  -9,   0, -11,  47, 
 67,  18,  63,  70,  -9,   0, -11,  47, 
 67,  18,  63,  70,  -9,   1, -11,  47, 
 67,  18,  63,  70,  -9,   1, -11,  47, 
 67,  17,  63,  70,  -9,   1, -11,  47, 
 67,  17,  63,  70,  -9,   1, -11,  47, 
 67,  17,  64,  70,  -9,   1, -10,  47, 
 67,  17,  64,  70,  -9,   2, -10,  47, 
 67,  17,  64,  70,  -9,   2, -10,  47, 
 67,  17,  64,  70,  -9,   2, -10,  47, 
 68,  17,  64,  70,  -9,   2, -10,  47, 
 68,  17,  64,  70,  -9,   2, -10,  47, 
 68,  16,  64,  70,  -9,   2, -10,  47, 
 68,  16,  64,  70,  -9,   2, -10,  47, 
 68,  16,  64,  70,  -8,   3, -10,  47, 
 68,  16,  64,  70,  -8,   3, -10,  47, 
 68,  16,  65,  70,  -8,   3, -10,  47, 
 68,  16,  65,  70,  -8,   3, -10,  47, 
 68,  16,  65,  70,  -8,   3, -10,  47, 
 68,  16,  65,  70,  -8,   3, -10,  47, 
 68,  16,  65,  70,  -8,   3, -10,  47, 
 68,  16,  65,  70,  -8,   4, -10,  47, 
 69,  16,  65,  70,  -8,   4, -10,  47, 
 69,  16,  65,  70,  -8,   4, -10,  47, 
 69,  16,  65,  70,  -8,   4, -10,  47, 
 69,  16,  65,  70,  -8,   4, -10,  46, 
 69,  16,  65,  71,  -8,   4, -10,  46, 
 69,  16,  66,  71,  -8,   4, -10,  45, 
 69,  16,  66,  72,  -8,   4, -10,  44, 
 69,  16,  66,  72,  -8,   4, -10,  44, 
 69,  16,  66,  73,  -8,   4, -10,  43, 
 69,  16,  66,  74,  -7,   4, -10,  42, 
 69,  16,  66,  74,  -7,   4,  -9,  42, 
 69,  16,  66,  75,  -7,   4,  -9,  41, 
 69,  16,  66,  75,  -7,   4,  -9,  40, 
 70,  16,  66,  76,  -7,   4,  -9,  39, 
 70,  16,  66,  76,  -7,   4,  -9,  39, 
 70,  16,  66,  77,  -7,   4,  -9,  38, 
 70,  16,  67,  77,  -7,   4,  -9,  37, 
 70,  16,  67,  78,  -7,   4,  -9,  37, 
 70,  16,  67,  78,  -7,   4,  -9,  36, 
 70,  16,  67,  79,  -7,   4,  -9,  35, 
 70,  16,  67,  79,  -7,   4,  -9,  34, 
 70,  16,  67,  80,  -7,   4,  -9,  34, 
 70,  16,  67,  80,  -7,   4,  -9,  33, 
 70,  16,  67,  81,  -7,   4,  -9,  32, 
 70,  16,  67,  81,  -7,   4,  -9,  32, 
 70,  16,  67,  82,  -7,   4,  -9,  31, 
 70,  16,  67,  82,  -6,   4,  -9,  30, 
 70,  16,  68,  82,  -6,   4,  -9,  29, 
 71,  16,  68,  83,  -6,   4,  -9,  29, 
 71,  16,  68,  83,  -6,   4,  -9,  28, 
 71,  16,  68,  84,  -6,   4,  -8,  27, 
 71,  16,  68,  84,  -6,   4,  -8,  27, 
 71,  16,  68,  85,  -6,   4,  -8,  26, 
 71,  16,  68,  85,  -6,   4,  -8,  25, 
 71,  16,  68,  86,  -6,   4,  -8,  25, 
 71,  16,  68,  86,  -6,   4,  -8,  24, 
 71,  16,  68,  87,  -6,   4,  -8,  23, 
 71,  16,  68,  87,  -6,   3,  -8,  22, 
 71,  16,  69,  88,  -6,   3,  -8,  22, 
 71,  16,  69,  88,  -6,   3,  -8,  21, 
 71,  16,  69,  89,  -6,   3,  -8,  20, 
 71,  16,  69,  89,  -6,   3,  -8,  20, 
 71,  16,  69,  89,  -5,   3,  -8,  19, 
 71,  16,  69,  90,  -5,   3,  -8,  18, 
 72,  16,  69,  90,  -5,   3,  -8,  17, 
 72,  16,  69,  91,  -5,   3,  -8,  17, 
 72,  16,  69,  91,  -5,   3,  -8,  16, 
 72,  16,  69,  92,  -5,   3,  -7,  15, 
 72,  16,  69,  92,  -5,   3,  -7,  15, 
 72,  16,  69,  92,  -5,   3,  -7,  14, 
 72,  16,  70,  93,  -5,   3,  -7,  13, 
 72,  17,  70,  93,  -5,   3,  -7,  13, 
 72,  17,  70,  94,  -5,   3,  -7,  12, 
 72,  17,  70,  94,  -5,   3,  -7,  11, 
 72,  17,  70,  94,  -5,   3,  -7,  11, 
 72,  17,  70,  95,  -5,   3,  -7,  10, 
 72,  17,  70,  95,  -5,   3,  -7,   9, 
 72,  17,  70,  96,  -4,   3,  -7,   8, 
 72,  17,  70,  96,  -4,   3,  -7,   8, 
 72,  17,  70,  96,  -4,   3,  -7,   7, 
 72,  17,  70,  97,  -4,   3,  -7,   6, 
 72,  17,  70,  97,  -4,   3,  -6,   6, 
 73,  17,  71,  98,  -4,   3,  -6,   5, 
 73,  17,  71,  98,  -4,   3,  -6,   4, 
 73,  17,  71,  98,  -4,   3,  -6,   4, 
 73,  17,  71,  99,  -4,   3,  -6,   3, 
 73,  17,  71,  99,  -4,   3,  -6,   2, 
 73,  17,  71,  99,  -4,   3,  -6,   2, 
 73,  17,  71, 100,  -4,   3,  -6,   1, 
 73,  17,  71, 100,  -4,   3,  -6,   0, 
 73,  17,  71, 100,  -4,   3,  -6,   0, 
 73,  17,  71, 101,  -4,   3,  -6,  -1, 
 73,  17,  71, 101,  -3,   3,  -6,  -2, 
 73,  17,  71, 101,  -3,   2,  -6,  -2, 
 73,  18,  71, 102,  -3,   2,  -5,  -3, 
 73,  18,  71, 102,  -3,   2,  -5,  -4, 
 73,  18,  72, 102,  -3,   2,  -5,  -4, 
 73,  18,  72, 103,  -3,   2,  -5,  -5, 
 73,  18,  72, 103,  -3,   2,  -5,  -6, 
 73,  18,  72, 103,  -3,   2,  -5,  -6, 
 73,  18,  72, 103,  -3,   2,  -5,  -7, 
 73,  18,  72, 104,  -3,   2,  -5,  -7, 
 73,  18,  72, 104,  -3,   2,  -5,  -8, 
 73,  18,  72, 104,  -3,   2,  -5,  -9, 
 73,  18,  72, 104,  -3,   2,  -5,  -9, 
 74,  18,  72, 105,  -3,   2,  -5, -10, 
 74,  18,  72, 105,  -3,   2,  -4, -11, 
 74,  18,  72, 105,  -3,   2,  -4, -11, 
 74,  18,  72, 105,  -2,   2,  -4, -12, 
 74,  18,  72, 106,  -2,   2,  -4, -12, 
 74,  18,  73, 106,  -2,   2,  -4, -13, 
 74,  19,  73, 106,  -2,   2,  -4, -14, 
 74,  19,  73, 106,  -2,   2,  -4, -14, 
 74,  19,  73, 106,  -2,   2,  -4, -15, 
 74,  19,  73, 107,  -2,   2,  -4, -15, 
 74,  19,  73, 107,  -2,   2,  -4, -16, 
 74,  19,  73, 107,  -2,   2,  -4, -17, 
 74,  19,  73, 107,  -2,   1,  -3, -17, 
 74,  19,  73, 107,  -2,   1,  -3, -18, 
 74,  19,  73, 107,  -2,   1,  -3, -18, 
 74,  19,  73, 108,  -2,   1,  -3, -19, 
 74,  19,  73, 108,  -2,   1,  -3, -20, 
 74,  19,  73, 108,  -2,   1,  -3, -20, 
 74,  19,  73, 108,  -2,   1,  -3, -21, 
 74,  19,  73, 108,  -1,   1,  -3, -21, 
 74,  19,  74, 108,  -1,   1,  -3, -22, 
 74,  20,  74, 108,  -1,   1,  -3, -22, 
 74,  20,  74, 108,  -1,   1,  -2, -23, 
 74,  20,  74, 108,  -1,   1,  -2, -23, 
 74,  20,  74, 108,  -1,   1,  -2, -24, 
 74,  20,  74, 108,  -1,   1,  -2, -24, 
 74,  20,  74, 108,  -1,   1,  -2, -25, 
 74,  20,  74, 108,  -1,   1,  -2, -25, 
 74,  20,  74, 108,  -1,   1,  -2, -26, 
 75,  20,  74, 108,  -1,   1,  -2, -26, 
 75,  20,  74, 108,  -1,   1,  -2, -27, 
 75,  20,  74, 108,  -1,   1,  -2, -27, 
 75,  20,  74, 108,  -1,   0,  -1, -28, 
 75,  20,  74, 108,  -1,   0,  -1, -28, 
 75,  21,  74, 108,  -1,   0,  -1, -29, 
 75,  21,  74, 108,   0,   0,  -1, -29, 
 75,  21,  74, 108,   0,   0,  -1, -30, 
 75,  21,  74, 108,   0,   0,  -1, -30, 
 75,  21,  75, 108,   0,   0,  -1, -31, 
 75,  21,  75, 108,   0,   0,  -1, -31, 
 75,  21,  75, 107,   0,   0,  -1, -31, 
 75,  21,  75, 107,   0,   0,   0, -32, 
 75,  21,  75, 107,   0,   0,   0, -32, 
 75,  21,  75, 107,   0,   0,   0, -33, 
 75,  21,  75, 107,   0,   0,   0, -33, 
 75,  22,  75, 107,   0,   0,   0, -33, 
 75,  22,  75, 106,   0,   0,   0, -34, 
 75,  22,  75, 106,   0,   0,   0, -34, 
 75,  22,  75, 106,   0,   0,   0, -34, 
 75,  22,  75, 106,   0,   0,   0, -35, 
 75,  22,  75, 105,   0,  -1,   1, -35, 
 75,  22,  75, 105,   0,  -1,   1, -35, 
 75,  22,  75, 105,   0,  -1,   1, -36, 
 75,  22,  75, 104,   1,  -1,   1, -36, 
 75,  22,  75, 104,   1,  -1,   1, -36, 
 75,  22,  75, 104,   1,  -1,   1, -37, 
 75,  23,  75, 103,   1,  -1,   1, -37, 
 75,  23,  75, 103,   1,  -1,   1, -37, 
 75,  23,  75, 103,   1,  -1,   2, -37, 
 75,  23,  76, 102,   1,  -1,   2, -38, 
 75,  23,  76, 102,   1,  -1,   2, -38, 
 75,  23,  76, 102,   1,  -1,   2, -38, 
 75,  23,  76, 101,   1,  -1,   2, -38, 
 75,  23,  76, 101,   1,  -1,   2, -39, 
 75,  23,  76, 100,   1,  -1,   2, -39, 
 75,  23,  76, 100,   1,  -1,   2, -39, 
 75,  24,  76,  99,   1,  -2,   3, -39, 
 75,  24,  76,  99,   1,  -2,   3, -39, 
 75,  24,  76,  98,   1,  -2,   3, -39, 
 75,  24,  76,  98,   1,  -2,   3, -39, 
 75,  24,  76,  97,   1,  -2,   3, -40, 
 75,  24,  76,  97,   1,  -2,   3, -40, 
 75,  24,  76,  96,   1,  -2,   3, -40, 
 75,  24,  76,  96,   2,  -2,   3, -40, 
 75,  24,  76,  95,   2,  -2,   4, -40, 
 76,  24,  76,  95,   2,  -2,   4, -40, 
 76,  25,  76,  94,   2,  -2,   4, -40, 
 76,  25,  76,  94,   2,  -2,   4, -40, 
 76,  25,  76,  93,   2,  -2,   4, -40, 
 76,  25,  76,  92,   2,  -2,   4, -40, 
 76,  25,  76,  92,   2,  -2,   4, -40, 
 76,  25,  76,  91,   2,  -2,   4, -40, 
 76,  25,  76,  91,   2,  -3,   5, -40, 
 76,  25,  76,  90,   2,  -3,   5, -40, 
 76,  25,  76,  89,   2,  -3,   5, -40, 
 76,  26,  76,  89,   2,  -3,   5, -40, 
 76,  26,  76,  88,   2,  -3,   5, -40, 
 76,  26,  76,  87,   2,  -3,   5, -40, 
 76,  26,  77,  87,   2,  -3,   5, -40, 
 76,  26,  77,  86,   2,  -3,   6, -40, 
 76,  26,  77,  86,   2,  -3,   6, -40, 
 76,  26,  77,  85,   2,  -3,   6, -39, 
 76,  26,  77,  84,   2,  -3,   6, -39, 
 76,  26,  77,  84,   2,  -3,   6, -39, 
 76,  27,  77,  83,   2,  -3,   6, -39, 
 76,  27,  77,  82,   2,  -3,   6, -39, 
 76,  27,  77,  82,   2,  -3,   6, -39, 
 76,  27,  77,  81,   3,  -3,   7, -39, 
 76,  27,  77,  81,   3,  -4,   7, -38, 
 76,  27,  77,  80,   3,  -4,   7, -38, 
 76,  27,  77,  79,   3,  -4,   7, -38, 
 76,  27,  77,  79,   3,  -4,   7, -38, 
 76,  28,  77,  78,   3,  -4,   7, -38, 
 76,  28,  77,  77,   3,  -4,   7, -37, 
 76,  28,  77,  77,   3,  -4,   8, -37, 
 76,  28,  77,  76,   3,  -4,   8, -37, 
 76,  28,  77,  76,   3,  -4,   8, -37, 
 76,  28,  77,  75,   3,  -4,   8, -36, 
 76,  28,  77,  74,   3,  -4,   8, -36, 
 76,  28,  77,  74,   3,  -4,   8, -36, 
 76,  28,  77,  73,   3,  -4,   8, -35, 
 76,  29,  77,  73,   3,  -4,   9, -35, 
 76,  29,  77,  72,   3,  -4,   9, -35, 
 76,  29,  77,  72,   3,  -5,   9, -35, 
 76,  29,  77,  71,   3,  -5,   9, -34, 
 76,  29,  77,  70,   3,  -5,   9, -34, 
 76,  29,  77,  70,   3,  -5,   9, -34, 
 76,  29,  77,  69,   3,  -5,   9, -33, 
 76,  29,  77,  69,   3,  -5,  10, -33, 
 76,  30,  77,  68,   3,  -5,  10, -33, 
 76,  30,  77,  68,   3,  -5,  10, -32, 
 76,  30,  77,  67,   3,  -5,  10, -32, 
 76,  30,  77,  67,   3,  -5,  10, -32, 
 76,  30,  77,  66,   3,  -5,  10, -31, 
 76,  30,  77,  66,   3,  -5,  11, -31, 
 76,  30,  77,  65,   3,  -5,  11, -30, 
 76,  31,  77,  65,   3,  -5,  11, -30, 
 76,  31,  77,  64,   3,  -5,  11, -30, 
